epoch,loss,sup,unsup,contra,mask,st_acc,te_acc,best_acc,lr,ema
40,1.275667946308087,1.0190543356614234,0.11889123018735494,0.13772237109832275,0.3605769230769231,0.58425,0.50625,0.58425,0.00012580800065610593,0.9990450849718747
41,1.3215756202355409,1.01827562160981,0.15388753933784288,0.14941245900132719,0.39042467948717946,0.574875,0.47175,0.58425,0.00010453658778440107,0.9992216396275101
42,1.3606220071132367,1.0241879171285875,0.17661228489417297,0.15982181317387864,0.4098557692307692,0.569625,0.4915,0.58425,8.521619240256916e-05,0.9993815334002193
43,1.344960752970133,1.0311895310878754,0.1608988948357411,0.15287232496895087,0.40845352564102566,0.57375,0.463875,0.58425,6.794094153483125e-05,0.9995241352623301
44,1.4005477955708137,1.0473059859031286,0.17979276543244338,0.1734490365936206,0.4322916666666667,0.57925,0.463875,0.58425,5.279499846691263e-05,0.9996488824294413
45,1.416364862368657,1.0411141583552728,0.19352119778975463,0.18172950754300332,0.4344951923076923,0.575375,0.458875,0.58425,3.9852152710975386e-05,0.9997552825814757
46,1.4003328146078649,1.0397608738679152,0.19136907561467245,0.16920286677300167,0.45232371794871795,0.56525,0.448875,0.58425,2.917546051053226e-05,0.9998429158056431
47,1.4537951082755358,1.0426470721379304,0.20457281067203253,0.2065752324863122,0.44911858974358976,0.567375,0.43875,0.58425,2.0816937636766185e-05,0.9999114362536434
48,1.460233897734911,1.0484064358931322,0.21316208079075202,0.19866538511063808,0.4547275641025641,0.569,0.4405,0.58425,1.4817305972922726e-05,0.9999605735065724
49,1.5102534462244084,1.0537186402540941,0.2392862108655465,0.21724859825693643,0.4733573717948718,0.5615,0.421875,0.58425,1.1205795121387023e-05,0.9999901336421414
